epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;timestamp
epoch;precision;recall;accuracy;f1;timestamp
0;0.08038080749103635;0.08984265582512271;0.089;0.07281685095206915;;2023-05-03 15:19:09
